Strategy,Final Value,PnL,PnL %,Total Trades,Won,Lost,Win Rate %,Max Drawdown %,Max DD Duration (bars),Sharpe Ratio,Symbol,Days
Squeeze Breakout,106049.25,6049.25,6.05,2,1,0,50.0,9.39,51.0,0.0,JSWINFRA,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],117136.58,17136.58,17.14,2,2,0,100.0,7.18,26.0,0.0,KDDL,114
Keltner 5-Rule Retracement,110374.18,10374.18,10.37,2,2,0,100.0,8.37,32.0,0.0,KDDL,114
Keltner + EMA Cross,145921.82,45921.82,45.92,1,0,0,0.0,8.84,25.0,0.0,KDDL,114
Keltner Breakout (ATR 1.5),110461.0,10461.0,10.46,3,2,1,66.67,12.47,32.0,0.0,KDDL,114
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,KDDL,114
Squeeze Breakout,83698.31,-16301.69,-16.3,2,1,1,50.0,27.54,88.0,0.0,KDDL,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],101932.92,1932.92,1.93,2,1,1,50.0,26.69,56.0,0.0,KERNEX,114
Keltner 5-Rule Retracement,101932.92,1932.92,1.93,2,1,1,50.0,26.69,56.0,0.0,KERNEX,114
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,KERNEX,114
Keltner Breakout (ATR 1.5),124153.16,24153.16,24.15,2,1,1,50.0,22.6,56.0,0.0,KERNEX,114
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,KERNEX,114
Squeeze Breakout,90103.47,-9896.53,-9.9,1,0,1,0.0,14.46,33.0,0.0,KERNEX,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],88954.18,-11045.82,-11.05,2,0,2,0.0,11.81,82.0,0.0,KIMS,114
Keltner 5-Rule Retracement,94361.31,-5638.69,-5.64,1,0,1,0.0,7.81,82.0,0.0,KIMS,114
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,KIMS,114
Keltner Breakout (ATR 1.5),100613.37,613.37,0.61,2,1,1,50.0,8.59,57.0,0.0,KIMS,114
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,KIMS,114
Squeeze Breakout,96332.68,-3667.32,-3.67,3,0,2,0.0,6.17,57.0,0.0,KIMS,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],100499.35,499.35,0.5,1,1,0,100.0,10.23,65.0,0.0,KIRLOSBROS,114
Keltner 5-Rule Retracement,97501.64,-2498.36,-2.5,1,0,1,0.0,10.23,65.0,0.0,KIRLOSBROS,114
Keltner + EMA Cross,93813.7,-6186.3,-6.19,1,0,1,0.0,6.19,34.0,0.0,KIRLOSBROS,114
Keltner Breakout (ATR 1.5),101203.86,1203.86,1.2,1,1,0,100.0,10.32,65.0,0.0,KIRLOSBROS,114
Bollinger RSI,103143.28,3143.28,3.14,1,0,0,0.0,1.39,2.0,0.0,KIRLOSBROS,114
Squeeze Breakout,114515.48,14515.48,14.52,3,1,1,33.33,4.81,5.0,0.0,KIRLOSBROS,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],84515.39,-15484.61,-15.48,2,0,2,0.0,17.06,77.0,0.0,KIRLOSENG,114
Keltner 5-Rule Retracement,84515.39,-15484.61,-15.48,2,0,2,0.0,17.06,77.0,0.0,KIRLOSENG,114
Keltner + EMA Cross,90016.29,-9983.71,-9.98,1,0,1,0.0,12.41,13.0,0.0,KIRLOSENG,114
Keltner Breakout (ATR 1.5),105755.46,5755.46,5.76,3,1,2,33.33,15.55,63.0,0.0,KIRLOSENG,114
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,KIRLOSENG,114
Squeeze Breakout,95184.47,-4815.53,-4.82,1,0,1,0.0,6.24,5.0,0.0,KIRLOSENG,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],106580.81,6580.81,6.58,1,1,0,100.0,15.51,65.0,0.0,KIRLPNU,114
Keltner 5-Rule Retracement,95094.93,-4905.07,-4.91,1,0,1,0.0,15.38,65.0,0.0,KIRLPNU,114
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,KIRLPNU,114
Keltner Breakout (ATR 1.5),113294.02,13294.02,13.29,1,1,0,100.0,15.35,65.0,0.0,KIRLPNU,114
Bollinger RSI,49380.44,-50619.56,-50.62,1,0,0,0.0,53.53,27.0,0.0,KIRLPNU,114
Squeeze Breakout,111357.85,11357.85,11.36,1,1,0,100.0,1.29,65.0,0.0,KIRLPNU,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],105656.35,5656.35,5.66,1,1,0,100.0,4.6,21.0,0.0,LTFOODS,114
Keltner 5-Rule Retracement,105730.54,5730.54,5.73,2,2,0,100.0,4.6,21.0,0.0,LTFOODS,114
Keltner + EMA Cross,101282.32,1282.32,1.28,1,1,0,100.0,9.75,21.0,0.0,LTFOODS,114
Keltner Breakout (ATR 1.5),105656.35,5656.35,5.66,1,1,0,100.0,4.6,21.0,0.0,LTFOODS,114
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,LTFOODS,114
Squeeze Breakout,105656.35,5656.35,5.66,1,1,0,100.0,4.6,21.0,0.0,LTFOODS,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],104116.59,4116.59,4.12,2,1,1,50.0,9.15,65.0,0.0,MCX,114
Keltner 5-Rule Retracement,104116.59,4116.59,4.12,2,1,1,50.0,9.15,65.0,0.0,MCX,114
Keltner + EMA Cross,112490.94,12490.94,12.49,1,0,0,0.0,8.1,8.0,0.0,MCX,114
Keltner Breakout (ATR 1.5),103787.53,3787.53,3.79,2,1,1,50.0,8.89,65.0,0.0,MCX,114
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,MCX,114
Squeeze Breakout,93989.84,-6010.16,-6.01,1,0,1,0.0,6.01,34.0,0.0,MCX,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],79776.28,-20223.72,-20.22,3,0,3,0.0,24.89,85.0,0.0,MTARTECH-BE,114
Keltner 5-Rule Retracement,80688.37,-19311.63,-19.31,2,0,2,0.0,24.03,85.0,0.0,MTARTECH-BE,114
Keltner + EMA Cross,104552.71,4552.71,4.55,1,0,0,0.0,14.44,17.0,0.0,MTARTECH-BE,114
Keltner Breakout (ATR 1.5),82908.35,-17091.65,-17.09,4,1,3,25.0,35.44,85.0,0.0,MTARTECH-BE,114
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,MTARTECH-BE,114
Squeeze Breakout,85085.12,-14914.88,-14.91,1,0,1,0.0,14.91,10.0,0.0,MTARTECH-BE,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],102672.16,2672.16,2.67,1,1,0,100.0,8.93,28.0,0.0,ORISSAMINE,114
Keltner 5-Rule Retracement,102672.16,2672.16,2.67,1,1,0,100.0,8.93,28.0,0.0,ORISSAMINE,114
Keltner + EMA Cross,98903.86,-1096.14,-1.1,2,1,1,50.0,12.45,33.0,0.0,ORISSAMINE,114
Keltner Breakout (ATR 1.5),110860.67,10860.67,10.86,1,1,0,100.0,8.84,28.0,0.0,ORISSAMINE,114
Bollinger RSI,99014.02,-985.98,-0.99,1,0,0,0.0,1.69,6.0,0.0,ORISSAMINE,114
Squeeze Breakout,121557.44,21557.44,21.56,1,1,0,100.0,1.59,2.0,0.0,ORISSAMINE,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,OSWALPUMPS,114
Keltner 5-Rule Retracement,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,OSWALPUMPS,114
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,OSWALPUMPS,114
Keltner Breakout (ATR 1.5),92558.59,-7441.41,-7.44,2,0,2,0.0,10.8,76.0,0.0,OSWALPUMPS,114
Bollinger RSI,85266.35,-14733.65,-14.73,1,0,0,0.0,21.53,41.0,0.0,OSWALPUMPS,114
Squeeze Breakout,126279.78,26279.78,26.28,2,2,0,100.0,6.73,38.0,0.0,OSWALPUMPS,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],85927.71,-14072.29,-14.07,2,0,1,0.0,14.07,35.0,0.0,PATILAUTOM-ST,87
Keltner 5-Rule Retracement,85927.71,-14072.29,-14.07,2,0,1,0.0,14.07,35.0,0.0,PATILAUTOM-ST,87
Keltner + EMA Cross,97671.79,-2328.21,-2.33,1,0,0,0.0,5.97,3.0,0.0,PATILAUTOM-ST,87
Keltner Breakout (ATR 1.5),78889.72,-21110.28,-21.11,3,0,2,0.0,21.11,66.0,0.0,PATILAUTOM-ST,87
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,PATILAUTOM-ST,87
Squeeze Breakout,85927.71,-14072.29,-14.07,2,0,1,0.0,14.07,35.0,0.0,PATILAUTOM-ST,87
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],93957.09,-6042.91,-6.04,1,0,1,0.0,9.76,90.0,0.0,POCL,114
Keltner 5-Rule Retracement,93957.09,-6042.91,-6.04,1,0,1,0.0,9.76,90.0,0.0,POCL,114
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,POCL,114
Keltner Breakout (ATR 1.5),87065.64,-12934.36,-12.93,2,0,2,0.0,16.38,90.0,0.0,POCL,114
Bollinger RSI,88580.07,-11419.93,-11.42,1,0,0,0.0,19.22,45.0,0.0,POCL,114
Squeeze Breakout,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,POCL,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],91915.91,-8084.09,-8.08,2,0,2,0.0,14.2,81.0,0.0,POWERINDIA,114
Keltner 5-Rule Retracement,91915.91,-8084.09,-8.08,2,0,2,0.0,14.2,81.0,0.0,POWERINDIA,114
Keltner + EMA Cross,92490.44,-7509.56,-7.51,1,0,1,0.0,8.94,31.0,0.0,POWERINDIA,114
Keltner Breakout (ATR 1.5),91915.91,-8084.09,-8.08,2,0,2,0.0,14.2,81.0,0.0,POWERINDIA,114
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,POWERINDIA,114
Squeeze Breakout,94056.83,-5943.17,-5.94,1,0,1,0.0,6.5,31.0,0.0,POWERINDIA,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],83986.54,-16013.46,-16.01,1,0,0,0.0,16.01,9.0,0.0,RBMINFRA-SM,114
Keltner 5-Rule Retracement,83986.54,-16013.46,-16.01,1,0,0,0.0,16.01,9.0,0.0,RBMINFRA-SM,114
Keltner + EMA Cross,83986.54,-16013.46,-16.01,1,0,0,0.0,16.01,9.0,0.0,RBMINFRA-SM,114
Keltner Breakout (ATR 1.5),83986.54,-16013.46,-16.01,1,0,0,0.0,16.01,9.0,0.0,RBMINFRA-SM,114
Bollinger RSI,92053.02,-7946.98,-7.95,1,0,1,0.0,38.4,82.0,0.0,RBMINFRA-SM,114
Squeeze Breakout,78150.04,-21849.96,-21.85,2,0,1,0.0,21.85,42.0,0.0,RBMINFRA-SM,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],111566.84,11566.84,11.57,2,2,0,100.0,13.62,61.0,0.0,RRKABEL,114
Keltner 5-Rule Retracement,104210.67,4210.67,4.21,2,1,1,50.0,17.15,61.0,0.0,RRKABEL,114
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,RRKABEL,114
Keltner Breakout (ATR 1.5),113900.12,13900.12,13.9,2,2,0,100.0,13.5,61.0,0.0,RRKABEL,114
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,RRKABEL,114
Squeeze Breakout,106163.23,6163.23,6.16,1,0,0,0.0,3.09,5.0,0.0,RRKABEL,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],110000.56,10000.56,10.0,2,1,1,50.0,15.25,53.0,0.0,SANGHVIMOV,114
Keltner 5-Rule Retracement,103310.22,3310.22,3.31,2,1,1,50.0,15.84,53.0,0.0,SANGHVIMOV,114
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SANGHVIMOV,114
Keltner Breakout (ATR 1.5),116639.61,16639.61,16.64,2,1,1,50.0,10.12,53.0,0.0,SANGHVIMOV,114
Bollinger RSI,107365.65,7365.65,7.37,1,0,0,0.0,0.0,0.0,0.0,SANGHVIMOV,114
Squeeze Breakout,97098.61,-2901.39,-2.9,1,0,1,0.0,9.72,25.0,0.0,SANGHVIMOV,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],98108.51,-1891.49,-1.89,1,0,1,0.0,7.85,56.0,0.0,SCHNEIDER,114
Keltner 5-Rule Retracement,98108.51,-1891.49,-1.89,1,0,1,0.0,7.85,56.0,0.0,SCHNEIDER,114
Keltner + EMA Cross,85169.35,-14830.65,-14.83,1,0,1,0.0,15.47,28.0,0.0,SCHNEIDER,114
Keltner Breakout (ATR 1.5),79398.23,-20601.77,-20.6,3,1,2,33.33,23.0,91.0,0.0,SCHNEIDER,114
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SCHNEIDER,114
Squeeze Breakout,85706.73,-14293.27,-14.29,1,0,1,0.0,15.33,28.0,0.0,SCHNEIDER,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],117074.3,17074.3,17.07,2,1,0,50.0,6.69,59.0,0.0,SHADOWFAX,114
Keltner 5-Rule Retracement,117074.3,17074.3,17.07,2,1,0,50.0,6.69,59.0,0.0,SHADOWFAX,114
Keltner + EMA Cross,108307.46,8307.46,8.31,2,2,0,100.0,9.46,24.0,0.0,SHADOWFAX,114
Keltner Breakout (ATR 1.5),115882.87,15882.87,15.88,3,1,1,33.33,9.55,32.0,0.0,SHADOWFAX,114
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SHADOWFAX,114
Squeeze Breakout,91554.66,-8445.34,-8.45,3,0,2,0.0,9.59,24.0,0.0,SHADOWFAX,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],93525.42,-6474.58,-6.47,2,1,1,50.0,15.59,77.0,0.0,SKIPPER,114
Keltner 5-Rule Retracement,92719.75,-7280.25,-7.28,1,0,1,0.0,9.25,77.0,0.0,SKIPPER,114
Keltner + EMA Cross,96888.64,-3111.36,-3.11,1,0,1,0.0,14.49,9.0,0.0,SKIPPER,114
Keltner Breakout (ATR 1.5),97785.68,-2214.32,-2.21,2,1,1,50.0,14.4,77.0,0.0,SKIPPER,114
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SKIPPER,114
Squeeze Breakout,82509.15,-17490.85,-17.49,3,0,3,0.0,20.43,40.0,0.0,SKIPPER,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],87751.51,-12248.49,-12.25,2,0,2,0.0,24.19,68.0,0.0,SOTL,114
Keltner 5-Rule Retracement,87751.51,-12248.49,-12.25,2,0,2,0.0,24.19,68.0,0.0,SOTL,114
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SOTL,114
Keltner Breakout (ATR 1.5),106633.21,6633.21,6.63,3,1,2,33.33,25.83,68.0,0.0,SOTL,114
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SOTL,114
Squeeze Breakout,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SOTL,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],77646.58,-22353.42,-22.35,3,0,3,0.0,26.68,79.0,0.0,SPORTKING,114
Keltner 5-Rule Retracement,77646.58,-22353.42,-22.35,3,0,3,0.0,26.68,79.0,0.0,SPORTKING,114
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SPORTKING,114
Keltner Breakout (ATR 1.5),86242.29,-13757.71,-13.76,4,1,3,25.0,24.97,79.0,0.0,SPORTKING,114
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SPORTKING,114
Squeeze Breakout,102074.54,2074.54,2.07,2,1,1,50.0,10.54,79.0,0.0,SPORTKING,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],104007.5,4007.5,4.01,2,0,1,0.0,11.6,34.0,0.0,STALLION,83
Keltner 5-Rule Retracement,91418.1,-8581.9,-8.58,2,0,1,0.0,13.49,47.0,0.0,STALLION,83
Keltner + EMA Cross,148784.42,48784.42,48.78,1,0,0,0.0,10.57,12.0,0.0,STALLION,83
Keltner Breakout (ATR 1.5),124195.87,24195.87,24.2,2,0,1,0.0,10.41,33.0,0.0,STALLION,83
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,STALLION,83
Squeeze Breakout,118176.37,18176.37,18.18,1,0,0,0.0,6.88,5.0,0.0,STALLION,83
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,STLNETWORK-BE,83
Keltner 5-Rule Retracement,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,STLNETWORK-BE,83
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,STLNETWORK-BE,83
Keltner Breakout (ATR 1.5),90306.12,-9693.88,-9.69,1,0,1,0.0,9.69,50.0,0.0,STLNETWORK-BE,83
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,STLNETWORK-BE,83
Squeeze Breakout,98225.11,-1774.89,-1.77,1,0,1,0.0,6.13,11.0,0.0,STLNETWORK-BE,83
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],124520.29,24520.29,24.52,1,1,0,100.0,6.17,53.0,0.0,STOVEKRAFT,114
Keltner 5-Rule Retracement,122356.09,22356.09,22.36,1,1,0,100.0,6.13,53.0,0.0,STOVEKRAFT,114
Keltner + EMA Cross,100726.22,726.22,0.73,1,0,0,0.0,4.46,15.0,0.0,STOVEKRAFT,114
Keltner Breakout (ATR 1.5),117085.08,17085.08,17.09,3,1,2,33.33,11.63,53.0,0.0,STOVEKRAFT,114
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,STOVEKRAFT,114
Squeeze Breakout,120942.28,20942.28,20.94,1,1,0,100.0,4.01,5.0,0.0,STOVEKRAFT,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],91092.21,-8907.79,-8.91,1,0,1,0.0,11.42,31.0,0.0,SWELECTES,114
Keltner 5-Rule Retracement,88517.51,-11482.49,-11.48,1,0,1,0.0,11.48,31.0,0.0,SWELECTES,114
Keltner + EMA Cross,87362.25,-12637.75,-12.64,3,0,3,0.0,12.83,57.0,0.0,SWELECTES,114
Keltner Breakout (ATR 1.5),91092.21,-8907.79,-8.91,1,0,1,0.0,11.42,31.0,0.0,SWELECTES,114
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SWELECTES,114
Squeeze Breakout,91092.21,-8907.79,-8.91,1,0,1,0.0,11.42,31.0,0.0,SWELECTES,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],93027.4,-6972.6,-6.97,1,0,1,0.0,8.03,80.0,0.0,THERMAX,114
Keltner 5-Rule Retracement,93027.4,-6972.6,-6.97,1,0,1,0.0,8.03,80.0,0.0,THERMAX,114
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,THERMAX,114
Keltner Breakout (ATR 1.5),91456.47,-8543.53,-8.54,2,1,1,50.0,16.55,80.0,0.0,THERMAX,114
Bollinger RSI,95384.29,-4615.71,-4.62,1,0,0,0.0,5.61,7.0,0.0,THERMAX,114
Squeeze Breakout,96692.8,-3307.2,-3.31,2,0,1,0.0,9.53,59.0,0.0,THERMAX,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,TIGERLOGS-BE,87
Keltner 5-Rule Retracement,101186.61,1186.61,1.19,1,1,0,100.0,7.02,36.0,0.0,TIGERLOGS-BE,87
Keltner + EMA Cross,97632.91,-2367.09,-2.37,1,0,1,0.0,9.51,36.0,0.0,TIGERLOGS-BE,87
Keltner Breakout (ATR 1.5),100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,TIGERLOGS-BE,87
Bollinger RSI,86790.8,-13209.2,-13.21,1,0,0,0.0,13.21,11.0,0.0,TIGERLOGS-BE,87
Squeeze Breakout,100149.92,149.92,0.15,2,1,1,50.0,7.55,27.0,0.0,TIGERLOGS-BE,87
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,VILAS-SM,114
Keltner 5-Rule Retracement,95111.73,-4888.27,-4.89,1,0,1,0.0,5.04,65.0,0.0,VILAS-SM,114
Keltner + EMA Cross,89466.67,-10533.33,-10.53,2,0,2,0.0,15.78,65.0,0.0,VILAS-SM,114
Keltner Breakout (ATR 1.5),100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,VILAS-SM,114
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,VILAS-SM,114
Squeeze Breakout,86422.88,-13577.12,-13.58,2,0,2,0.0,13.58,71.0,0.0,VILAS-SM,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,VPRPL-BE,81
Keltner 5-Rule Retracement,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,VPRPL-BE,81
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,VPRPL-BE,81
Keltner Breakout (ATR 1.5),94018.6,-5981.4,-5.98,1,0,1,0.0,5.98,8.0,0.0,VPRPL-BE,81
Bollinger RSI,95790.73,-4209.27,-4.21,1,0,0,0.0,19.97,34.0,0.0,VPRPL-BE,81
Squeeze Breakout,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,VPRPL-BE,81
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],106320.22,6320.22,6.32,2,1,1,50.0,16.58,80.0,0.0,WOCKPHARMA,114
Keltner 5-Rule Retracement,83578.85,-16421.15,-16.42,3,0,3,0.0,18.47,80.0,0.0,WOCKPHARMA,114
Keltner + EMA Cross,109488.97,9488.97,9.49,2,0,1,0.0,11.97,7.0,0.0,WOCKPHARMA,114
Keltner Breakout (ATR 1.5),114492.95,14492.95,14.49,4,1,2,25.0,18.98,80.0,0.0,WOCKPHARMA,114
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,WOCKPHARMA,114
Squeeze Breakout,93553.11,-6446.89,-6.45,2,0,2,0.0,8.94,52.0,0.0,WOCKPHARMA,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],133842.76,33842.76,33.84,1,1,0,100.0,11.17,15.0,0.0,ATHERENERG,114
Keltner 5-Rule Retracement,133842.76,33842.76,33.84,1,1,0,100.0,11.17,15.0,0.0,ATHERENERG,114
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ATHERENERG,114
Keltner Breakout (ATR 1.5),132561.36,32561.36,32.56,2,1,1,50.0,11.24,18.0,0.0,ATHERENERG,114
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ATHERENERG,114
Squeeze Breakout,94945.5,-5054.5,-5.05,1,0,1,0.0,6.6,73.0,0.0,ATHERENERG,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],109654.6,9654.6,9.65,2,1,1,50.0,15.62,46.0,0.0,CAPLIPOINT,114
Keltner 5-Rule Retracement,109654.6,9654.6,9.65,2,1,1,50.0,15.62,46.0,0.0,CAPLIPOINT,114
Keltner + EMA Cross,102841.38,2841.38,2.84,1,0,0,0.0,11.12,13.0,0.0,CAPLIPOINT,114
Keltner Breakout (ATR 1.5),114825.19,14825.19,14.83,2,1,1,50.0,11.64,46.0,0.0,CAPLIPOINT,114
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,CAPLIPOINT,114
Squeeze Breakout,94084.97,-5915.03,-5.92,2,0,2,0.0,8.93,13.0,0.0,CAPLIPOINT,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],102301.79,2301.79,2.3,2,1,1,50.0,13.06,68.0,0.0,SOLARINDS,114
Keltner 5-Rule Retracement,102301.79,2301.79,2.3,2,1,1,50.0,13.06,68.0,0.0,SOLARINDS,114
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SOLARINDS,114
Keltner Breakout (ATR 1.5),98441.07,-1558.93,-1.56,3,1,2,33.33,13.06,71.0,0.0,SOLARINDS,114
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SOLARINDS,114
Squeeze Breakout,96487.38,-3512.62,-3.51,1,0,1,0.0,13.05,10.0,0.0,SOLARINDS,114
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],75013.27,-24986.73,-24.99,4,0,4,0.0,36.58,248.0,-2.015,ATGL,299
Keltner 5-Rule Retracement,77453.89,-22546.11,-22.55,5,0,5,0.0,34.51,248.0,-2.168,ATGL,299
Keltner + EMA Cross,100965.28,965.28,0.97,4,1,3,25.0,33.68,248.0,-1.137,ATGL,299
Keltner Breakout (ATR 1.5),89432.47,-10567.53,-10.57,4,1,3,25.0,28.04,248.0,-5.523,ATGL,299
Bollinger RSI,108034.3,8034.3,8.03,1,1,0,100.0,20.13,47.0,-0.451,ATGL,299
Squeeze Breakout,96671.12,-3328.88,-3.33,3,0,3,0.0,9.54,169.0,-2.963,ATGL,299
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],73323.32,-26676.68,-26.68,5,0,5,0.0,32.05,249.0,-9.038,PREMEXPLN,299
Keltner 5-Rule Retracement,82182.0,-17818.0,-17.82,4,0,4,0.0,23.84,249.0,-10.568,PREMEXPLN,299
Keltner + EMA Cross,88469.69,-11530.31,-11.53,3,1,2,33.33,27.76,234.0,-0.976,PREMEXPLN,299
Keltner Breakout (ATR 1.5),99841.72,-158.28,-0.16,6,2,4,33.33,20.16,165.0,-0.581,PREMEXPLN,299
Bollinger RSI,148931.76,48931.76,48.93,1,1,0,100.0,29.46,73.0,1.262,PREMEXPLN,299
Squeeze Breakout,91876.93,-8123.07,-8.12,3,1,2,33.33,22.43,188.0,-0.985,PREMEXPLN,299
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],130312.98,30312.98,30.31,4,1,3,25.0,21.8,74.0,0.571,BALAMINES,296
Keltner 5-Rule Retracement,117970.39,17970.39,17.97,5,1,4,20.0,21.57,76.0,0.277,BALAMINES,296
Keltner + EMA Cross,83340.68,-16659.32,-16.66,3,0,3,0.0,20.55,168.0,-2.436,BALAMINES,296
Keltner Breakout (ATR 1.5),135195.44,35195.44,35.2,5,1,4,20.0,17.64,74.0,0.631,BALAMINES,296
Bollinger RSI,89111.63,-10888.37,-10.89,1,0,1,0.0,30.27,218.0,-0.765,BALAMINES,296
Squeeze Breakout,124059.44,24059.44,24.06,4,3,1,75.0,9.42,105.0,1.206,BALAMINES,296
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],124811.6,24811.6,24.81,2,2,0,100.0,13.95,103.0,0.476,AEQUS,195
